G_GENERAL;G_LIBELLE;G_ABREGE;G_NATUREGENE;G_CENTRALISABLE;G_PURGEABLE;G_SOLDEPROGRESSIF;G_SAUTPAGE;G_TOTAUXMENSUELS;G_COLLECTIF;G_DATECREATION;G_DATEMODIF;G_DATEOUVERTURE;G_DATEFERMETURE;G_FERME;G_DATEDERNMVT;G_DEBITDERNMVT;G_CREDITDERNMVT;G_NUMDERNMVT;G_LIGNEDERNMVT;G_CONFIDENTIEL;G_SENS;G_TOTALDEBIT;G_TOTALCREDIT;G_LETTRABLE;G_POINTABLE;G_VENTILABLE;G_CORRESP1;G_CORRESP2;G_TVAENCAISSEMENT;G_TVA;G_BUDGENE;G_RISQUETIERS;G_DERNLETTRAGE;G_DEBNONPOINTE;G_CREDNONPOINTE;G_UTILISATEUR;G_TPF;G_SOCIETE;G_VENTILABLE1;G_VENTILABLE2;G_VENTILABLE3;G_VENTILABLE4;G_VENTILABLE5;G_MODELE;G_QUALIFQTE1;G_QUALIFQTE2;G_MODEREGLE;G_JOURPAIEMENT1;G_JOURPAIEMENT2;G_REGIMETVA;G_SOUMISTPF;G_ADRESSE1;G_ADRESSE2;G_ADRESSE3;G_CODEPOSTAL;G_VILLE;G_DIVTERRIT;G_PAYS;G_LANGUE;G_NIF;G_SIRET;G_APE;G_TELEPHONE;G_FAX;G_TELEX;G_RISQUE;G_PLAFOND;G_RELANCEREGLEMENT;G_RELANCETRAITE;G_RESIDENTETRANGER;G_NATUREECONOMIQUE;G_MOTIFVIREMENT;G_LETTREPAIEMENT;G_JURIDIQUE;G_ETABLISSEMENT;G_TVASURENCAISS;G_TOTDEBP;G_TOTCREP;G_TOTDEBE;G_TOTCREE;G_TOTDEBS;G_TOTCRES;G_TOTDEBANO;G_TOTCREANO;G_SUIVITRESO;G_CREERPAR;G_EXPORTE;G_TOTDEBANON1;G_TOTCREANON1;G_DEVISECAISSE;G_TABLE0;G_TABLE1;G_TABLE2;G_TABLE3;G_TABLE4;G_TABLE5;G_TABLE6;G_TABLE7;G_TABLE8;G_TABLE9;G_CONSO;G_TOTDEBPTP;G_TOTCREPTP;G_TOTDEBPTD;G_TOTCREPTD;G_CODEIMPORT;G_EFFET;G_DOMAINE;G_COMPENS;G_IAS14;G_CUTOFF;G_CUTOFFPERIODE;G_CUTOFFECHUE;G_VISAREVISION;G_TOTDEBN2;G_TOTCREN2;G_CYCLEREVISION;G_CUTOFFCOMPTE;G_BLOCNOTE;G_NONTAXABLE;G_GUIDASSOCIER;G_STOCK;G_STKQTE;G_STKMETHODEVAL;G_STKVAL;G_STKMAG;G_STKMAGCTRP;G_STKEXN;G_STKEXNCTRP;G_STKTERRE;G_STKTERRECTRP;G_STKMONTANT;G_QUOTEPART;G_QUOTEPARTPCT;G_EXTOURNE;G_QUOTEPARTTRCH;G_QUOTECPTRANSF;G_QPMONTANT;G_QUOTEPARTTYPE
49670000;Dépréciations autres cptes debit.;dépréc. a;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;C  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;;-;-;0,0000;0,0000;K;-;;-;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
49674000;Dépréciations fournisseurs débit;dépréc. f;DIV;-;-;X;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;C  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;;-;-;0,0000;0,0000;K;-;;-;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
49674200;Dépréciations personnel;dépréc. p;DIV;-;-;X;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;C  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;;-;-;0,0000;0,0000;K;-;;-;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
49674400;Dépréciations autres créances;dépréc. a;DIV;-;-;X;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;C  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;;-;-;0,0000;0,0000;K;-;;-;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50100000;Parts dans des entreprises liées;Parts dans des en;DIV;-;X;X;-;-;-;2001-05-21T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;132;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50200000;Actions propres;Actions propres;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50300000;Actions;Actions;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50400000;Autres titres conférant droit prop.;Autres titres con;DIV;-;X;X;-;-;-;2001-05-21T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;132;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50500000;Obligations rachetées;Obligations rache;DIV;-;-;X;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50600000;Obligations;Obligations;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50700000;Bons du trésor & bons de caisse ct;Bons du trésor &;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-06-22T15:00:56.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;XTR;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50710000;Certificats de dépôt;Certificats de dé;DIV;-;X;X;-;-;-;2001-05-21T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;132;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50740000;Bons du trésor;Bons du trésor;DIV;-;X;X;-;-;-;2001-05-21T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;132;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50750000;Billets de trésorerie;Billets de trésor;DIV;-;X;X;-;-;-;2001-05-21T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;132;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50770000;Autres titres de créances négociab.;Autres titres de;DIV;-;X;X;-;-;-;2001-05-21T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;132;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50780000;Bons de caisse;Bons de caisse;DIV;-;X;X;-;-;-;2001-05-21T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;132;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50810000;Autres valeurs mobilières;Autres valeurs mo;DIV;-;-;X;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50880000;Intérêts courus s/valeurs mobilière;Intérêts courus s;DIV;-;-;X;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
50900000;Versements rest. à effect.s/vmp nl;Versements rest.;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-06-22T15:00:56.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;XTR;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51110000;Coupons échus à l'encaissement;Coupons échus à l;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;B1;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51120000;Chèques à encaisser;Chèques à encaiss;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;B1;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51130000;Effets à l'encaissement;Effets à l'encais;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;B1;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51140000;Effets à l'escompte;Effets à l'escomp;DIV;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;B1;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51180000;Cartes de crédit à encaisser;Cartes de crédit;DIV;-;X;X;-;-;-;2001-05-21T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;132;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;B1;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51200000;Banque;Banque;BQE;-;-;X;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;2021-04-30T00:00:00.0000000;0,0000;-606,0000;7;75;0;M  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;B1;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51210000;Comptes en monnaie nationale;Comptes en monnai;BQE;-;-;-;-;-;-;2008-05-16T16:32:59.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;M  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;001;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;;-;-;0,0000;0,0000;B1;;;-;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51220000;BNP Paribas;Banque BNP Pariba;BQE;-;-;X;-;-;-;2021-05-11T00:00:00.0000000;2021-06-23T10:09:05.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;2021-08-31T00:00:00.0000000;0,0000;155,2300;1;153;0;M  ;1950076,9500;1306115,7700;-;X;-;;;;NOR;;-;;0,0000;0,0000;XTR;;001;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;;1686175,1300;950122,2700;1950076,9500;1306115,7700;0,0000;0,0000;736052,8600;0,0000;;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;;-;-;1850660,6000;1172230,0800;B1;;;-;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51220001;Société Générale;SOCIETE GENERALE;BQE;-;-;X;-;-;-;2021-05-11T00:00:00.0000000;2021-06-23T10:09:14.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;2021-06-07T00:00:00.0000000;0,0000;-144,0000;3;1;0;M  ;427583,5400;361554,7400;-;X;-;;;;NOR;;-;;0,0000;0,0000;XTR;;001;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;;569453,8800;441890,3400;427583,5400;361554,7400;0,0000;0,0000;127563,5400;0,0000;;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;;-;-;0,0000;0,0000;B1;;;-;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51240000;Comptes en devises;Comptes en devise;BQE;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;M  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;;-;-;0,0000;0,0000;B1;-;;-;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51400000;Chèques postaux;Chèques postaux;BQE;-;-;-;-;-;-;1900-01-01T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;M  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;;-;-;0,0000;0,0000;B1;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
51600000;Sociétés de bourse;Sociétés de bours;DIV;-;X;X;-;-;-;2001-05-21T00:00:00.0000000;2021-05-10T15:14:23.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;D  ;0,0000;0,0000;-;-;-;;;;;;-;;0,0000;0,0000;DA1;;132;-;-;-;-;-;-;;;;0;0;;-;;;;;;;;;;;;;;;0,0000;0,0000;;;;;;;;;-;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;RIE;SAI;---;0,0000;0,0000;;;;;;;;;;;;;0,0000;0,0000;0,0000;0,0000;;-;;-;-;-;-  ;-;-;0,0000;0,0000;B1;;;X;;-;;;;;;;;;;0,0000;-;0,000000000;;-;;0,0000;
